,SRC,TRG
3889,write a python function thats accepts a list and returns most frequent element that appears in a list,"def most_frequent(list):
    return max(set(list), key = list.count)"
3890,write a python program to create multiplication table of 5,"n=5
for i in range(1,11):
   print(n,'x',i,'=',n*i)"
3891,write a python function to create multiplication table from the user provided number,"def multiplication_table(n):
  for i in range(1,11):
    print(n,'x',i,'=',n*i)"
3892,write a python program to print a dictionary where the keys are numbers between 1 and 10 (both included) and the values are square of keys.,"d=dict()
for x in range(1,11):
    d[x]=x**2
print(d)"
3893,write a python program to sort a list of tuples using Lambda.,"marks = [('Computer Science', 88), ('Physics', 90), ('Maths', 97), ('Chemistry', 82)]
print(""Original list of tuples:"")
print(marks)
marks.sort(key = lambda x: x[1])
print(""\nSorting the List of Tuples:"")
print(marks)"
3894,write a python function to calculate the median of user provided list of numbers,"def median(list):
  list.sort()
  list_length = len(list)
  if list_length % 2 == 0:
    return (list[int(list_length / 2) - 1] + list[int(list_length / 2)]) / 2
  return float(list[int(list_length / 2)])"
3895,write a Python program to calculate simple interest,"p = 10000
t = 6
r = 8
si = (p * t * r)/100
print(f'Simple interest is {si}')"
3896,write a python program to check if year is a leap year or not,"year = 2004
if (year % 4) == 0:
   if (year % 100) == 0:
       if (year % 400) == 0:
           print(f""{year} is a leap year"")
       else:
           print(f""{year} is not a leap year"")
   else:
      print(f""{year} is a leap year"")
else:
   print(f""{year} is not a leap year"")"
3897,Write a python function to check if user provided year is a leap year or not,"def is_leap(year):
  if (year % 4) == 0:
    if (year % 100) == 0:
        if (year % 400) == 0:
            print(f""{year} is a leap year"")
        else:
            print(f""{year} is not a leap year"")
    else:
        print(f""{year} is a leap year"")
  else:
    print(f""{year} is not a leap year"")"
3898,write a python Program to find area of circle,"PI = 3.14
radius = float(6)
area = PI * radius * radius
circumference = 2 * PI * radius
print(f'Area Of a Circle {area}')
print(f'Circumference Of a Circle {circumference}')"
3899,write a python function to find the area of a circle using the user provided radius,"def area_of_circle(radius):
  PI = 3.14
  radius = float(radius)
  area = PI * radius * radius
  circumference = 2 * PI * radius
  print(f'Area Of a Circle {area}')
  print(f'Circumference Of a Circle {circumference}')"
3900,write a python function to find the area of a circle using the user provided circumference,"def area_of_circle(circumference):
  circumference = float(circumference)
  PI = 3.14
  area = (circumference * circumference)/(4 * PI)
  print(f'Area Of a Circle {area}')"
3901,write a python function to find the area of a circle using the user provided diameter,"def area_of_circle(diameter):
  PI = 3.14
  area = (PI/4) * (diameter * diameter)
  print(f'Area Of a Circle {area}')"
3902,write a python function to generate 4 digit OTP,"import math, random 
def generateOTP() : 
    digits = ""0123456789""
    OTP = """" 
    for i in range(4) : 
        OTP += digits[math.floor(random.random() * 10)] 
    return OTP"
3903,write a python function to generate 6 digit OTP,"import math, random 
def generateOTP() :  
    digits = ""0123456789""
    OTP = """" 
    for i in range(6) : 
        OTP += digits[math.floor(random.random() * 10)]  
    return OTP"
3904,write a python program to calculate distance between tao points,"import math
p1 = [4, 0]
p2 = [6, 6]
distance = math.sqrt( ((p1[0]-p2[0])**2)+((p1[1]-p2[1])**2) )
print(f""The distance between {p1} and {p2} is {distance}"")"
3905,write a python function to calculate compound interest,"def compound_interest(principle, rate, time): 
    Amount = principle * (pow((1 + rate / 100), time)) 
    CI = Amount - principle 
    print(f""Compound interest is {CI}"")"
3906,write a python function to convert hours to minutes,"def convert_to_minutes(num_hours):
    minutes = num_hours * 60
    return minutes"
3907,write a python function to convert hours to seconds,"def convert_to_seconds(num_hours):
    minutes = num_hours * 60
    seconds = minutes * 60
    return seconds"
3908,write a python function to remove vowels from a string,"def vowel_remover(text):
    string = """"
    for l in text:
        if l.lower() != ""a"" and l.lower() != ""e"" and l.lower() != ""i"" and l.lower() != ""o"" and l.lower() != ""u"":
            string += l
    return string"
3909,write a python program to print all integers that aren’t divisible by either 2 or 3 and lies between 1 and 50.,"for i in range(0,50):
  if((i%2!=0) & (i%3!=0)):
      print(i)"
3910,write a python function to print odd numbers between user provided ranges,"def odd_numbers(lower,upper):
  for i in range(lower,upper+1):
    if(i%2!=0):
        print(i)"
3911,"write a python program to find sum of natural numbers up to a 16
    use while loop to iterate until zero","num = 16
if num < 0:
   print(""Enter a positive number"")
else:
   sum = 0
   while(num > 0):
       sum += num
       num -= 1
   print(""The sum is"", sum)"
3912,write a python program to remove punctuations from a string,"punctuations = '''!()-[]{};:'""\,<>./?@#$%^&*_~'''
my_str = ""Hello!!!, she said ---and went.""
no_punct = """"
for char in my_str:
   if char not in punctuations:
       no_punct = no_punct + char"
3913,write a python function to find the resolution on the user provided image,"def jpeg_res(filename):
   with open(filename,'rb') as img_file:
       img_file.seek(163)
       a = img_file.read(2)
       height = (a[0] << 8) + a[1]
       a = img_file.read(2)
       width = (a[0] << 8) + a[1]
   print(f""The resolution of the image is {width}x{height}"")"
3914,write a python program to count the number of each vowels in a given text,"vowels = 'aeiou'
text = 'Hello, have you tried our tutorial section yet?'
text = text.casefold()
count = {}.fromkeys(vowels,0)
for char in text:
   if char in count:
       count[char] += 1
print(count)"
3915,write a python function to check if a key exists in a dictionary,"d = {'key1': 'value1', 'key2': 'value2', 'key3': 'value3', 'key4': 'value4'}
def is_key_present(x):
  if x in d:
      print('Key is present in the dictionary')
  else:
      print('Key is not present in the dictionary')"
3916,write a python program to check if the list is empty,"l = []
if not l:
  print(""List is empty"")
else:
  print(""List is not empty"")"
3917,write a python program to get index values for a list in the form of key:value pair using enumerate,"my_list = ['a', 'b', 'c', 'd', 'e']
for index, value in enumerate(my_list):
    print('{0}: {1}'.format(index, value))"
3918,write a python program to merge two dictionaries,"dict_1 = {'apple': 9, 'banana': 6}
dict_2 = {'banana': 4, 'orange': 8}
combined_dict = {**dict_1, **dict_2}
print(combined_dict)"
3919,write a python function to check if all elements in a list are unique or not,"def unique(l):
    if len(l)==len(set(l)):
        print(""All elements are unique"")
    else:
        print(""List has duplicates"")"
3920,write a python function to validate the email,"import re 
regex = '^[a-z0-9]+[\._]?[a-z0-9]+[@]\w+[.]\w{2,3}$'      
def check(email):  
    if(re.search(regex,email)):  
        print(""Valid Email"")         
    else:  
        print(""Invalid Email"")"
3921,write a python function to calculate the age with the user provided date of birth,"from datetime import date
def calculate_age(dtob):
    today = date.today()
    return today.year - dtob.year - ((today.month, today.day) < (dtob.month, dtob.day))"
3922,write a python function to check if a user provided number is a perfect square.,"def is_perfect_square(n):
    x = n // 2
    y = set([x])
    while x * x != n:
        x = (x + (n // x)) // 2
        if x in y: return False
        y.add(x)
    return True"
3923,write a python function that removes element from a list using a user provided number,"def drop(a, n = 1):
  return a[n:]"
3924,write a program function to check if given words appear together in a list of sentence,"def check(sentence, words): 
    res = [all([k in s for k in words]) for s in sentence] 
    return [sentence[i] for i in range(0, len(res)) if res[i]]"
3925,write a python program  to convert list of tuples into list,"lt = [('English', 2), ('Maths', 4), ('Science', '6')] 
out = [item for t in lt for item in t]  
print(out)"
3926,write a python program to count the number of words in a sentence,"test_string = ""This is a good book""
res = len(test_string.split()) 
print (f""The number of words in string are :{str(res)}"")"
3927,write a python function to count the occurrences of a value in a list.,"def count_occurrences(lst, val):
  return lst.count(val)"
3928,write a python function to return the length of user provided string in bytes,"def byte_size(s):
  return len(s.encode('utf-8'))"
3929,write a python function to calculate the greatest common divisor (GCD) of two user provided positive integers.,"def gcd(num1, num2):
    gcd = 1  
    if num1 % num2 == 0:
        return num2
    for k in range(int(num2 / 2), 0, -1):
        if num1 % k == 0 and num2 % k == 0:
            gcd = k
            break  
    return gcd"
